"","1","2","3","4","5","6","7","8"
"customizability",0,0,0,0,0,0,1,0
"customizability"",",0,0,0,0,0,0,1,0
"degrees",0,0,0,0,0,0,1,0
"degrees"",",0,0,0,0,0,0,1,0
"during",0,0,0,0,0,0,1,0
"during"",",0,0,0,0,0,0,1,0
"eg"",",0,0,0,0,0,0,1,0
"engage",0,0,0,0,0,0,1,0
"engage"",",0,0,0,0,0,0,1,0
"engaging",0,0,0,0,0,0,1,0
"engaging"",",0,0,0,0,0,0,1,0
"essential",0,0,0,0,0,0,1,0
"essential"",",0,0,0,0,0,0,1,0
"exactly",0,0,0,0,0,0,1,0
"exactly"",",0,0,0,0,0,0,1,0
"experience",0,0,0,0,0,0,1,0
"experience"",",0,0,0,0,0,0,1,0
"expressive",0,0,0,0,0,0,1,0
"expressive"",",0,0,0,0,0,0,1,0
"extras",0,0,0,0,0,0,1,0
"extras"",",0,0,0,0,0,0,1,0
"extreme",0,0,0,0,0,0,1,0
"extreme"",",0,0,0,0,0,0,1,0
"facilitates",0,0,0,0,0,0,2,0
"facilitates"",",0,0,0,0,0,0,2,0
"fade",0,0,0,0,0,0,1,0
"fade"",",0,0,0,0,0,0,1,0
"fields",0,0,0,0,0,0,3,0
"fields"",",0,0,0,0,0,0,3,0
"flow",0,0,0,0,0,0,1,0
"flow"",",0,0,0,0,0,0,1,0
"functional",0,0,0,0,0,0,1,0
"functional"",",0,0,0,0,0,0,1,0
"gap",0,0,0,0,0,0,1,0
"gap"",",0,0,0,0,0,0,1,0
"glitches",0,0,0,0,0,0,1,1
"glitches"",",0,0,0,0,0,0,1,1
"handling",0,0,0,0,0,0,1,0
"handling"",",0,0,0,0,0,0,1,0
"hit",0,0,0,0,0,0,1,2
"hit"",",0,0,0,0,0,0,1,2
"hopeful",0,0,0,0,0,0,1,0
"hopeful"",",0,0,0,0,0,0,1,0
"hopes",0,0,0,0,0,0,1,0
"icloud",0,0,0,0,0,0,1,0
"icloud"",",0,0,0,0,0,0,1,0
"implement",0,0,0,0,0,0,1,0
"implement"",",0,0,0,0,0,0,1,0
"important",0,0,0,0,0,0,2,0
"important"",",0,0,0,0,0,0,2,0
"impressed",0,0,0,0,0,0,1,0
"impressed"",",0,0,0,0,0,0,1,0
"inclusion",0,0,0,0,0,0,1,0
"inclusion"",",0,0,0,0,0,0,1,0
"info",0,0,0,0,0,0,3,0
"info"",",0,0,0,0,0,0,3,0
"kicks",0,0,0,0,0,0,1,0
"kicks"",",0,0,0,0,0,0,1,0
"label",0,0,0,0,0,0,1,0
"label"",",0,0,0,0,0,0,1,0
"last",0,0,0,0,0,0,2,1
"last"",",0,0,0,0,0,0,2,1
"longer",0,0,0,0,0,0,1,1
"longer"",",0,0,0,0,0,0,1,1
"lose",0,0,0,0,0,0,1,0
"lose"",",0,0,0,0,0,0,1,0
"low",0,0,0,0,0,0,1,0
"low"",",0,0,0,0,0,0,1,0
"muscle",0,0,0,0,0,0,1,0
"muscle"",",0,0,0,0,0,0,1,0
"muscles",0,0,0,0,0,0,1,0
"muscles"",",0,0,0,0,0,0,1,0
"netflix",0,0,0,0,0,0,1,0
"netflix"",",0,0,0,0,0,0,1,0
"o"",",0,0,0,0,0,0,1,0
"palm",0,0,0,0,0,0,1,0
"palm"",",0,0,0,0,0,0,1,0
"participation",0,0,0,0,0,0,1,0
"participation"",",0,0,0,0,0,0,1,0
"pay",0,0,0,0,0,0,1,0
"pay"",",0,0,0,0,0,0,1,0
"peers",0,0,0,0,0,0,2,0
"peers"",",0,0,0,0,0,0,2,0
"personalizing",0,0,0,0,0,0,1,0
"personalizing"",",0,0,0,0,0,0,1,0
"pls",0,0,0,0,0,0,1,0
"pls"",",0,0,0,0,0,0,1,0
"practice",0,0,0,0,0,0,1,0
"practice"",",0,0,0,0,0,0,1,0
"promised",0,0,0,0,0,0,1,0
"promised"",",0,0,0,0,0,0,1,0
"quicker",0,0,0,0,0,0,1,0
"quicker"",",0,0,0,0,0,0,1,0
"quickest",0,0,0,0,0,0,1,0
"quickest"",",0,0,0,0,0,0,1,0
"read",0,0,0,0,0,0,1,0
"read"",",0,0,0,0,0,0,1,0
"recreate",0,0,0,0,0,0,1,0
"recreate"",",0,0,0,0,0,0,1,0
"relief",0,0,0,0,0,0,1,0
"relief"",",0,0,0,0,0,0,1,0
"remove",0,0,0,0,0,0,1,0
"remove"",",0,0,0,0,0,0,1,0
"requested",0,0,0,0,0,0,1,0
"requested"",",0,0,0,0,0,0,1,0
"saving",0,0,0,0,0,0,1,0
"saving"",",0,0,0,0,0,0,1,0
"sessions",0,0,0,0,0,0,1,0
"sessions"",",0,0,0,0,0,0,1,0
"skill",0,0,0,0,0,0,1,0
"skill"",",0,0,0,0,0,0,1,0
"slp's",0,0,0,0,0,0,1,0
"slp's"",",0,0,0,0,0,0,1,0
"smiling",0,0,0,0,0,0,1,0
"smiling"",",0,0,0,0,0,0,1,0
"stay",0,0,0,0,0,0,1,0
"stay"",",0,0,0,0,0,0,1,0
"stronger",0,0,0,0,0,0,1,0
"stronger"",",0,0,0,0,0,0,1,0
"tone",0,0,0,0,0,0,1,0
"tone"",",0,0,0,0,0,0,1,0
"towards",0,0,0,0,0,0,1,0
"towards"",",0,0,0,0,0,0,1,0
"trips",0,0,0,0,0,0,1,0
"trips"",",0,0,0,0,0,0,1,0
"varying",0,0,0,0,0,0,1,0
"varying"",",0,0,0,0,0,0,1,0
"willing",0,0,0,0,0,0,1,0
"willing"",",0,0,0,0,0,0,1,0
"won't",0,0,0,0,0,0,1,0
"won't"",",0,0,0,0,0,0,1,0
"write",0,0,0,0,0,0,1,0
"write"",",0,0,0,0,0,0,1,0
"x"",",0,0,0,0,0,0,1,0
"young",0,0,0,0,0,0,1,0
"young"",",0,0,0,0,0,0,1,0
"""accidentally",0,0,0,0,0,0,0,1
"""addition",0,0,0,0,0,0,0,1
"""annoyance",0,0,0,0,0,0,0,1
"""assisting",0,0,0,0,0,0,0,1
"""blank",0,0,0,0,0,0,0,1
"""bottom",0,0,0,0,0,0,0,2
"""bring",0,0,0,0,0,0,0,1
"""close",0,0,0,0,0,0,0,1
"""compatible",0,0,0,0,0,0,0,1
"""complaints",0,0,0,0,0,0,0,1
"""corner",0,0,0,0,0,0,0,4
"""deal",0,0,0,0,0,0,0,1
"""disappointed",0,0,0,0,0,0,0,1
"""drastically",0,0,0,0,0,0,0,1
"""drawback",0,0,0,0,0,0,0,1
"""eat",0,0,0,0,0,0,0,1
"""editor",0,0,0,0,0,0,0,1
"""finish",0,0,0,0,0,0,0,1
"""fix",0,0,0,0,0,0,0,1
"""freezes",0,0,0,0,0,0,0,1
"""frustrating",0,0,0,0,0,0,0,1
"""gets",0,0,0,0,0,0,0,1
"""icon",0,0,0,0,0,0,0,1
"""initiating",0,0,0,0,0,0,0,1
"""interrupt",0,0,0,0,0,0,0,1
"""jumps",0,0,0,0,0,0,0,2
"""lack",0,0,0,0,0,0,0,1
"""latest",0,0,0,0,0,0,0,1
"""logo",0,0,0,0,0,0,0,2
"""lower",0,0,0,0,0,0,0,1
"""mimics",0,0,0,0,0,0,0,1
"""minor",0,0,0,0,0,0,0,1
"""move",0,0,0,0,0,0,0,1
"""moves",0,0,0,0,0,0,0,1
"""never",0,0,0,0,0,0,0,1
"""newest",0,0,0,0,0,0,0,1
"""occurring",0,0,0,0,0,0,0,1
"""opposite",0,0,0,0,0,0,0,1
"""patterns",0,0,0,0,0,0,0,1
"""power",0,0,0,0,0,0,0,1
"""presses",0,0,0,0,0,0,0,1
"""programming",0,0,0,0,0,0,0,2
"""progress",0,0,0,0,0,0,0,1
"""reduce",0,0,0,0,0,0,0,1
"""relearn",0,0,0,0,0,0,0,1
"""relies",0,0,0,0,0,0,0,1
"""reviews",0,0,0,0,0,0,0,1
"""robust",0,0,0,0,0,0,0,1
"""saves",0,0,0,0,0,0,0,1
"""stopped",0,0,0,0,0,0,0,1
"""tested",0,0,0,0,0,0,0,1
"""top",0,0,0,0,0,0,0,2
"""troubleshooting",0,0,0,0,0,0,0,1
"""turns",0,0,0,0,0,0,0,1
"accidentally",0,0,0,0,0,0,0,1
"accidentally"",",0,0,0,0,0,0,0,1
"addition",0,0,0,0,0,0,0,1
"addition"",",0,0,0,0,0,0,0,1
"annoyance",0,0,0,0,0,0,0,1
"annoyance"",",0,0,0,0,0,0,0,1
"assisting",0,0,0,0,0,0,0,1
"assisting"",",0,0,0,0,0,0,0,1
"blank",0,0,0,0,0,0,0,1
"blank"",",0,0,0,0,0,0,0,1
"bottom",0,0,0,0,0,0,0,2
"bottom"",",0,0,0,0,0,0,0,2
"bring",0,0,0,0,0,0,0,1
"bring"",",0,0,0,0,0,0,0,1
"c(""touchchathd",0,0,0,0,0,0,0,1
"close",0,0,0,0,0,0,0,1
"close"",",0,0,0,0,0,0,0,1
"compatible",0,0,0,0,0,0,0,1
"compatible"",",0,0,0,0,0,0,0,1
"complaints",0,0,0,0,0,0,0,1
"complaints"",",0,0,0,0,0,0,0,1
"corner",0,0,0,0,0,0,0,4
"corner"",",0,0,0,0,0,0,0,4
"deal",0,0,0,0,0,0,0,1
"deal"",",0,0,0,0,0,0,0,1
"disappointed",0,0,0,0,0,0,0,1
"disappointed"",",0,0,0,0,0,0,0,1
"drastically",0,0,0,0,0,0,0,1
"drastically"",",0,0,0,0,0,0,0,1
"drawback",0,0,0,0,0,0,0,1
"drawback"",",0,0,0,0,0,0,0,1
"eat",0,0,0,0,0,0,0,1
"eat"",",0,0,0,0,0,0,0,1
"editor",0,0,0,0,0,0,0,1
"editor"",",0,0,0,0,0,0,0,1
"finish",0,0,0,0,0,0,0,1
"finish"",",0,0,0,0,0,0,0,1
"fix",0,0,0,0,0,0,0,1
"freezes",0,0,0,0,0,0,0,1
"freezes"",",0,0,0,0,0,0,0,1
"frustrating",0,0,0,0,0,0,0,1
"frustrating"",",0,0,0,0,0,0,0,1
"gets",0,0,0,0,0,0,0,1
"gets"",",0,0,0,0,0,0,0,1
"helpful"")",0,0,0,0,0,0,0,1
"icon",0,0,0,0,0,0,0,1
"icon"",",0,0,0,0,0,0,0,1
"initiating",0,0,0,0,0,0,0,1
"initiating"",",0,0,0,0,0,0,0,1
"interrupt",0,0,0,0,0,0,0,1
"interrupt"",",0,0,0,0,0,0,0,2
"jumps",0,0,0,0,0,0,0,2
"jumps"",",0,0,0,0,0,0,0,2
"lack",0,0,0,0,0,0,0,1
"lack"",",0,0,0,0,0,0,0,1
"latest",0,0,0,0,0,0,0,1
"latest"",",0,0,0,0,0,0,0,1
"logo",0,0,0,0,0,0,0,2
"logo"",",0,0,0,0,0,0,0,2
"lower",0,0,0,0,0,0,0,1
"lower"",",0,0,0,0,0,0,0,1
"mimics",0,0,0,0,0,0,0,1
"mimics"",",0,0,0,0,0,0,0,1
"minor",0,0,0,0,0,0,0,1
"minor"",",0,0,0,0,0,0,0,1
"move",0,0,0,0,0,0,0,1
"move"",",0,0,0,0,0,0,0,1
"moves",0,0,0,0,0,0,0,1
"moves"",",0,0,0,0,0,0,0,1
"never",0,0,0,0,0,0,0,1
"never"",",0,0,0,0,0,0,0,1
"newest",0,0,0,0,0,0,0,1
"newest"",",0,0,0,0,0,0,0,1
"occurring",0,0,0,0,0,0,0,1
"occurring"",",0,0,0,0,0,0,0,1
"opposite",0,0,0,0,0,0,0,1
"opposite"",",0,0,0,0,0,0,0,1
"patterns",0,0,0,0,0,0,0,1
"patterns"",",0,0,0,0,0,0,0,1
"power",0,0,0,0,0,0,0,1
"power"",",0,0,0,0,0,0,0,1
"presses",0,0,0,0,0,0,0,1
"presses"",",0,0,0,0,0,0,0,1
"programming",0,0,0,0,0,0,0,2
"programming"",",0,0,0,0,0,0,0,2
"progress",0,0,0,0,0,0,0,1
"progress"",",0,0,0,0,0,0,0,1
"reduce",0,0,0,0,0,0,0,1
"reduce"",",0,0,0,0,0,0,0,1
"relearn",0,0,0,0,0,0,0,1
"relearn"",",0,0,0,0,0,0,0,1
"relies",0,0,0,0,0,0,0,1
"relies"",",0,0,0,0,0,0,0,1
"reviews",0,0,0,0,0,0,0,1
"reviews"",",0,0,0,0,0,0,0,1
"robust",0,0,0,0,0,0,0,1
"robust"",",0,0,0,0,0,0,0,1
"saves",0,0,0,0,0,0,0,1
"saves"",",0,0,0,0,0,0,0,1
"stopped",0,0,0,0,0,0,0,1
"stopped"",",0,0,0,0,0,0,0,1
"tested",0,0,0,0,0,0,0,1
"tested"",",0,0,0,0,0,0,0,1
"top",0,0,0,0,0,0,0,2
"top"",",0,0,0,0,0,0,0,2
"troubleshooting",0,0,0,0,0,0,0,1
"troubleshooting"",",0,0,0,0,0,0,0,1
"turns",0,0,0,0,0,0,0,1
"turns"",",0,0,0,0,0,0,0,1
